question_id,Instruction,materi
427,Create a Python program to compare two lists and return the common elements between them.,Function
428,Develop a program in Python to extract the substring between two given strings,Lainnya
429,Develop a Python program to detect if an entered number is even or odd.,Control Structure
430,Generate an algorithm in Python to convert the given temperature from Fahrenheit to Celsius.,Lainnya
431,Rewrite the following python code into JavaScript.,Lainnya
432,"Create a Python program that takes in two strings, and find out all the characters that occur in both strings.",Lainnya
433,Identify the language being used in the following code snippet.,Lainnya
434,Write a Python function to validate an a list of emails. The function should return a boolean indicating whether a given email address is valid.,Data Structure
435,"Generate a Python script that takes in a list of numbers, rearranges them in ascending order, and prints out the result.",Data Structure
436,Write a code to implement linear search in a 1-d array in Python.,Operator
437,Come up with an optimal algorithm in Python to sort an array of integers.,Data Structure
438,"Create a Python function that takes two numbers, n and m, and prints out the first n odd numbers between 0 and m (both inclusive).",Function
439,Compute the Least Common Multiple of two numbers.,Lainnya
440,Write a Python program to vertically center an aligned text by inserting padding spaces above and bottom of the text.,Lainnya
441,Create a function in Python to mask out any personal information from sensitive data.,Function
442,"Given a Python dictionary structure, construct a program that returns the key with the highest numerical value",Lainnya
