Instruction,Input,Output,materi,question_id,Template,correct_answer
Design a Python program which sorts a list of integers from lowest to highest.,"[5, 2, 4, 1, 3]","def sort_list(list):
     for i in range(0, len(list)): 
          for j in range(0, len(list) - 1 - i): 
               if list[j] > list[j + 1]: 
                    list[j], list[j + 1] = list[j + 1], list[j]
     return list

list = [5, 2, 4, 1, 3]

sorted_list = sort_list(list)

print(sorted_list)",Data Structure,1278,"def sort_list(list):
     for i in range(0, len(list)): 
          for j in range(0, len(list) - 1 - i): 
               if list[j] > list[j + 1]: 
                    list[j], list[j + 1] = list[j + 1], list[j]
     return list ___ = [5, 2, 4, 1, 3]

sorted_list = sort_list(list)

print(sorted_list)",list
Can you write a python program to identify the last index of a given element in a list?,"The list [2, 5, 9, 2, 4] and the element 2","# Define the list
list_ = [2, 5, 9, 2, 4]
  
# Find the last index of element 2
last_index = len(list_) - list_[::-1].index(2) - 1
  
# Print the result
print(last_index)",Data Structure,1282,"# Define the list ___ = [2, 5, 9, 2, 4]
  
# Find the last index of element 2
last_index = len(list_) - list_[::-1].index(2) - 1
  
# Print the result
print(last_index)",list_
Design a Python script that prints out all the even numbers in a given list of numbers.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","# given list of numbers
nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]

# empty list for even numbers
even_list = []

# iterate over the list
for num in nums:
    # check if number is even
    if num % 2 == 0:
        # append number to even list
        even_list.append(num)

# print even numbers
print(even_list)",Data Structure,1293,"# given list ___ numbers
nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]

# empty list for even numbers
even_list = []

# iterate over the list
for num in nums:
    # check if number is even
    if num % 2 == 0:
        # append number to even list
        even_list.append(num)

# print even numbers
print(even_list)",of
Generate a function in Python that takes an array of numbers and returns an array of the squares of the numbers.,"[1,2,3]","""""""
A function to return the squares of an array in Python 
""""""

def square_array(input_array): 
  squared_array = []
  for i in input_array: 
    squared_array.append(i*i)
  return squared_array",Data Structure,1461,"""""""
A function to return the squares of an array ___ Python 
""""""

def square_array(input_array): 
  squared_array = []
  for i in input_array: 
    squared_array.append(i*i)
  return squared_array",in
Generate a Python program that takes a numerical list and finds the index of the largest value.,"[3, 5, 9, 10]","# list of numbers 
list = [3, 5, 9, 10] 

# maximum number 
MaxNum = max(list) 

# index of the maximum number 
index = list.index(MaxNum) 

print(""Maximum number is:"", MaxNum) 
print(""Index of maximum number is:"", index)",Data Structure,1473,"# list ___ numbers 
list = [3, 5, 9, 10] 

# maximum number 
MaxNum = max(list) 

# index of the maximum number 
index = list.index(MaxNum) 

print(""Maximum number is:"", MaxNum) 
print(""Index of maximum number is:"", index)",of
Create a python program that takes a sentence and returns a list of words in alphabetical order.,Sentence:  The quick brown fox jumped over the lazy dog.,"sentence = ""The quick brown fox jumped over the lazy dog.""

# Split sentence into words
words = sentence.split()

# Sort list of words alphabetically
words.sort()

# Print sorted list of words
print(words)

# Output: ['brown', 'dog.', 'fox', 'The', 'jumped', 'lazy', 'over', 'quick', 'the']",Data Structure,1509,"sentence = ""The quick brown fox jumped over the lazy dog.""

# Split sentence into words
words = sentence.split()

# Sort list ___ words alphabetically
words.sort()

# Print sorted list of words
print(words)

# Output: ['brown', 'dog.', 'fox', 'The', 'jumped', 'lazy', 'over', 'quick', 'the']",of
"Formulate a script in Python that takes as input an array of integers, and returns the highest number in the array.","[1, 2, 5, 3, 7, 4]","def highest_number(arr):
    '''
    Function to get the highest number in an array of integers
    
    Parameters
    arr: list of integers
    
    Returns
    highest number in the array
    '''
    highest_num = arr[0]
    for num in arr:
        if num > highest_num:
            highest_num = num
    return highest_num",Data Structure,1526,"def highest_number(arr):
    '''
    Function to get the highest number in an array ___ integers
    
    Parameters
    arr: list of integers
    
    Returns
    highest number in the array
    '''
    highest_num = arr[0]
    for num in arr:
        if num > highest_num:
            highest_num = num
    return highest_num",of
Is it possible to write a function in Python to convert a given list of lists into a CMOV instruction?,"[[1, 2, 3], [4, 5, 6], [7, 8, 9]]","def listoflists_to_cmov(listoflists): 
    # Initialise CMOV array
    cmov = [0]*9
  
    # Fill CMOV array with given list of lists
    for i, list_ in enumerate(listoflists): 
        cmov[i*3:(i+1)*3] = list_

    # Return CMOV array 
    return cmov",Data Structure,1528,"def listoflists_to_cmov(listoflists): 
    # Initialise CMOV array ___ = [0]*9
  
    # Fill CMOV array with given list of lists
    for i, list_ in enumerate(listoflists): 
        cmov[i*3:(i+1)*3] = list_

    # Return CMOV array 
    return cmov",cmov
Build a Python program to find the maximum element in a list of numbers.,"[4, 9, 10, 11, 12]","def maxNum(numsList):
    maxNum = numsList[0]
    for num in numsList:
        if num > maxNum:
            maxNum = num
    return maxNum

numList = [4, 9, 10, 11, 12]
print(""The maximum number in the list is:"", maxNum(numList))",Data Structure,1534,"def maxNum(numsList):
    maxNum = numsList[0]
    for num in numsList:
        if num > maxNum:
            maxNum = num
    return maxNum

numList = [4, 9, 10, 11, 12]
print(""The maximum number in the list ___:"", maxNum(numList))",is
Create a Python script to filter out all numbers divisible by 3 in a list.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","# Initialize list
n = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]

# Function
def filter_divisible_by_3(n):
    return [num for num in n if num % 3 != 0]

# Output
print(filter_divisible_by_3(n))
# Output: [1, 2, 4, 5, 7, 8, 10, 11, 13]",Data Structure,1658,"# Initialize list ___ = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]

# Function
def filter_divisible_by_3(n):
    return [num for num in n if num % 3 != 0]

# Output
print(filter_divisible_by_3(n))
# Output: [1, 2, 4, 5, 7, 8, 10, 11, 13]",n
Write a Python program to optimize an array of numbers so that the sum of elements is maximum and all the elements are greater than 0.,"[1,-2,3,4,-5]","import numpy as np

# Get the input array
arr = [1,-2,3,4,-5]

# Optimize the array so that the sum of elements is maximized
# and all the elements are greater than 0
new_arr = np.max(arr,0)

# Print the optimized array
print(""Optimized Array : "",*new_arr)",Data Structure,1676,"import numpy as np

# Get the input array ___ = [1,-2,3,4,-5]

# Optimize the array so that the sum of elements is maximized
# and all the elements are greater than 0
new_arr = np.max(arr,0)

# Print the optimized array
print(""Optimized Array : "",*new_arr)",arr
Create a program in Python for finding the maximum in a list of numbers.,"[2, 3, 4, 9, 5]","def find_max(lst): 
 
    # Initialize maximum element 
    max = lst[0] 
   
    # Traverse list element 
    # from second and compare 
    # every element with current max  
    for i in range(1, len(lst)): 
        if lst[i] > max: 
            max = lst[i] 
   
    return max

max_num = find_max([2, 3, 4, 9, 5])
print(""The maximum number in the list is:"",max_num)",Data Structure,1729,"def find_max(lst): 
 
    # Initialize maximum element 
    max = lst[0] 
   
    # Traverse list ___ 
    # from second and compare 
    # every element with current max  
    for i in range(1, len(lst)): 
        if lst[i] > max: 
            max = lst[i] 
   
    return max

max_num = find_max([2, 3, 4, 9, 5])
print(""The maximum number in the list is:"",max_num)",element
Write a Python function that takes a dictionary as input and returns a list of values sorted in ascending order.,"mydict = {'x':4, 'y':2, 'z':1}","def sort_dict_values(d):
    # create a list of values from the dictionary
    values = list(d.values())
    # sort the list 
    values.sort()
    return values

result = sort_dict_values(mydict)
print(result)",Data Structure,1736,"def sort_dict_values(d):
    # create a list ___ values from the dictionary
    values = list(d.values())
    # sort the list 
    values.sort()
    return values

result = sort_dict_values(mydict)
print(result)",of
Create a Python program to calculate the average number of items in a list. The list should be taken as input from the user.,"List elements: 1, 6, 5, 7","list_elements = input('List elements: ').split()

sum = 0
for num in list_elements:
 sum += int(num)

average = sum / len(list_elements)

print(f'The average number of items in the list is {average}.')",Data Structure,1743,"list_elements = input('List elements: ').split()

sum = 0
for num in list_elements:
 sum += int(num)

average = sum / len(list_elements)

print(f'The average number of items in the list ___ {average}.')",is
Create a Python function to remove the items in a list that appear multiple times.,"[""Apple"", ""Banana"", ""Orange"", ""Apple"", ""Banana""]","def remove_extras(lst):
    # Create a new list with unique items
    unique_items = []
    for item in lst:
        if item not in unique_items:
            unique_items.append(item)

    # Return the list with unique items
    return unique_items

test = [""Apple"", ""Banana"", ""Orange"", ""Apple"", ""Banana""]
print(remove_extras(test))",Data Structure,1748,"def remove_extras(lst):
    # Create a new list ___ unique items
    unique_items = []
    for item in lst:
        if item not in unique_items:
            unique_items.append(item)

    # Return the list with unique items
    return unique_items

test = [""Apple"", ""Banana"", ""Orange"", ""Apple"", ""Banana""]
print(remove_extras(test))",with
Create a Python program to sort the elements of a list in descending order (largest value first).,"numbers = [1, 7, 25, 8, 14]","numbers = [1, 7, 25, 8, 14]

# Sort the list in descending order
numbers.sort(reverse=True)

# Print the sorted list
print(numbers)

# Output
[25, 14, 8, 7, 1]",Data Structure,1827,"numbers = [1, 7, 25, 8, 14]

# Sort the list ___ descending order
numbers.sort(reverse=True)

# Print the sorted list
print(numbers)

# Output
[25, 14, 8, 7, 1]",in
Write a code to convert a JSON object to an array of dictionaries in Python.,"JSON Object: {
 ""Fruit"": ""Apple"",
 ""Shape"": ""Round"",
 ""Color"": ""Red""
}","#Function to convert a JSON object to an array of dictionaries in Python
import json

def json_to_array(data):
    my_dict = json.loads(data)
    return [{k: v} for k, v in my_dict.items()]

# Driver code
data = '{ ""Fruit"": ""Apple"", ""Shape"": ""Round"", ""Color"": ""Red"" }'
dict_array = json_to_array(data)
print(dict_array)",Data Structure,1833,"#Function to convert a JSON object to an array ___ dictionaries in Python
import json

def json_to_array(data):
    my_dict = json.loads(data)
    return [{k: v} for k, v in my_dict.items()]

# Driver code
data = '{ ""Fruit"": ""Apple"", ""Shape"": ""Round"", ""Color"": ""Red"" }'
dict_array = json_to_array(data)
print(dict_array)",of
Write a Python program that takes an input list of integers and finds out the sum of all the odd elements in the list.,"List: [2, 3, 4, 5, 6]","def sum_odd_elements(int_list):
    '''This function takes a list of integers and returns the sum of all the odd elements.'''
    total = 0
    for num in int_list:
        if num % 2 != 0:
            total += num
    return total

int_list = [2, 3, 4, 5, 6]
sum = sum_odd_elements(int_list)

print(sum) # 8",Data Structure,1884,"def sum_odd_elements(int_list):
    '''This function takes a list ___ integers and returns the sum of all the odd elements.'''
    total = 0
    for num in int_list:
        if num % 2 != 0:
            total += num
    return total

int_list = [2, 3, 4, 5, 6]
sum = sum_odd_elements(int_list)

print(sum) # 8",of
Create a function in Python which takes a list of integers as input and returns a sorted list.,"[3, 2, 5, 1, 4]","def sort_list(list):
    list.sort()
    return list
    
sorted_list = sort_list([3, 2, 5, 1, 4])
print(sorted_list) # output: [1, 2, 3, 4, 5]",Data Structure,1885,"def sort_list(list):
    list.sort()
    return list ___ = sort_list([3, 2, 5, 1, 4])
print(sorted_list) # output: [1, 2, 3, 4, 5]",sorted_list
